AgencyName,ChannelName,ChannelNameCode,ChannelReportedName,ChannelReportedNameCode,CodedOrg,CompletionDate,DonorCode,DonorName,FlowName,LongDescription,PurposeCode,RecipientName,SectorName,ShortDescription,USD_Disbursement,Year
Global Affairs Canada,International Committee of the Red Cross,10,ICRC - International Committee of the Red Cross,10,10,31-Dec-17,301,Canada,ODA Grants,The International Committee of the Red Cross' (ICRC) primary mission is to help protect the lives and dignity of people affected by conflict and other situations of violence. The ICRC provides assistance and works to prevent further suffering by promoting and strengthening international humanitarian law and universal humanitarian principles.With the support of GAC and other donors the ICRC's emergency operations aim to provide protection food assistance health services livelihood support and other essential services to populations affected by armed conflict and other situations of violence as well as to promote respect for international humanitarian law. This funding supports specific country emergency appeals for 18 countries. Project activities include: (1) protecting and assisting those who are vulnerable to abuse during hostilities by providing comprehensive hospital care and access to water and restoration of livelihoods; (2) providing Red Cross/Red Crescent National Societies with technical expertise in areas such as promotion of international humanitarian law restoring family links and health care provision in situations of armed conflict and violence; and (3) ensuring that international humanitarian law is respected in the treatment of civilians not taking part in hostilities as well as for detainees./La mission principale du Comit?international de la Croix-Rouge (CICR) est d'aider ?prot?er la vie et la dignit?des personnes affect?s par les conflits et autres situations de violence. Le CICR fournit de l'aide et ?uvre pour emp?her de nouvelles souffrances en promouvant et en renfor?ant le droit international humanitaire et les principes humanitaires universels.Avec le soutien d'AMC et d'autres donateurs les op?ations d'urgence du CICR visent ?fournir de l'aide alimentaire des services de sant?du soutien aux moyens de subsistance et autres services essentiels ainsi que prot?er les populations affect?s par les conflits arm? et autres situations de violence ainsi que de promouvoir le respect du droit international humanitaire. Ce financement appuie des appels d'urgence sp?ifiques pour 18 pays. Parmi les activit? du projet : 1) prot?er et aider les personnes vuln?ables aux abus lors des hostilit? en fournissant des soins hospitaliers complets et l'acc? ?l'eau et la restauration des moyens de subsistance; 2) fournir aux Soci?? nationales de la Croix-Rouge et du Croissant-Rouge une expertise technique dans des domaines tels que la promotion du droit international humanitaire le r?ablissement des liens familiaux et la prestation de soins de sant?dans les situations de conflit arm?et de violence; 3) veiller ?ce que le droit international humanitaire soit respect?dans le traitement des civils qui ne participent pas aux hostilit? ainsi qu'aux d?enus.,72010,Yemen,VIII.1. Emergency Response,EMERGENCY COUNTRY-SPECIFIC FUNDING - ICRC APPEALS 2017/FINANCEMENT D'URGENCE VISANT DES PAYS EN PARTICULIER - APPELS DU CICR 2017,3049080.0,2017
Global Affairs Canada,International Committee of the Red Cross,10,ICRC - International Committee of the Red Cross,10,10,31-Dec-17,301,Canada,ODA Grants,The International Committee of the Red Cross' (ICRC) primary mission is to help protect the lives and dignity of people affected by conflict and other situations of violence. The ICRC provides assistance and works to prevent further suffering by promoting and strengthening international humanitarian law and universal humanitarian principles.With the support of GAC and other donors the ICRC's emergency operations aim to provide protection food assistance health services livelihood support and other essential services to populations affected by armed conflict and other situations of violence as well as to promote respect for international humanitarian law. This funding supports specific country emergency appeals for 18 countries. Project activities include: (1) protecting and assisting those who are vulnerable to abuse during hostilities by providing comprehensive hospital care and access to water and restoration of livelihoods; (2) providing Red Cross/Red Crescent National Societies with technical expertise in areas such as promotion of international humanitarian law restoring family links and health care provision in situations of armed conflict and violence; and (3) ensuring that international humanitarian law is respected in the treatment of civilians not taking part in hostilities as well as for detainees./La mission principale du Comit?international de la Croix-Rouge (CICR) est d'aider ?prot?er la vie et la dignit?des personnes affect?s par les conflits et autres situations de violence. Le CICR fournit de l'aide et ?uvre pour emp?her de nouvelles souffrances en promouvant et en renfor?ant le droit international humanitaire et les principes humanitaires universels.Avec le soutien d'AMC et d'autres donateurs les op?ations d'urgence du CICR visent ?fournir de l'aide alimentaire des services de sant?du soutien aux moyens de subsistance et autres services essentiels ainsi que prot?er les populations affect?s par les conflits arm? et autres situations de violence ainsi que de promouvoir le respect du droit international humanitaire. Ce financement appuie des appels d'urgence sp?ifiques pour 18 pays. Parmi les activit? du projet : 1) prot?er et aider les personnes vuln?ables aux abus lors des hostilit? en fournissant des soins hospitaliers complets et l'acc? ?l'eau et la restauration des moyens de subsistance; 2) fournir aux Soci?? nationales de la Croix-Rouge et du Croissant-Rouge une expertise technique dans des domaines tels que la promotion du droit international humanitaire le r?ablissement des liens familiaux et la prestation de soins de sant?dans les situations de conflit arm?et de violence; 3) veiller ?ce que le droit international humanitaire soit respect?dans le traitement des civils qui ne participent pas aux hostilit? ainsi qu'aux d?enus.,72050,Yemen,VIII.1. Emergency Response,EMERGENCY COUNTRY-SPECIFIC FUNDING - ICRC APPEALS 2017/FINANCEMENT D'URGENCE VISANT DES PAYS EN PARTICULIER - APPELS DU CICR 2017,1306750.0,2017
Federal Government of Austria,International Committee of the Red Cross,10,ICRC - Switzerland,10,10,31-Dec-17,1,Austria,ODA Grants,The ICRC will continue to address and alleviate the humanitarian consequences of the armed conflicts and other situations of violence in Yemen while working to ensure the safety of its staff members amid the worsening insecurity.,72010,Yemen,VIII.1. Emergency Response,CONTRIBUTION TO THE ICRC YEMEN APPEAL 2017,1127270.0,2017
FM of Sustainability and Tourism,International Committee of the Red Cross,10,ICRC - Switzerland,10,10,31-Dec-17,1,Austria,ODA Grants,The Austrian contribution aims at contributing to alleviate the suffering of the conflict affected population in Yemen.,72040,Yemen,VIII.1. Emergency Response,ICRC FOOD ASSISTANCE YEMEN 2017,563634.0,2017
Ministry of Foreign Affairs and Trade,International Committee of the Red Cross,10,ICRC(International Committee of the Red Cross),10,10,31-Dec-15,742,Korea,ODA Grants,Humanitarian assistance for Yemen_ICRC,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE FOR YEMEN_ICRC,200000.0,2015
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-18,12,United Kingdom,ODA Grants,To provide WASH health livelihoods and protection assistance to conflict affected people in Yemen and to build the capacity of local humanitarian actors.,72010,Yemen,VIII.1. Emergency Response,PROVISION OF HUMANITARIAN AND PROTECTION ASSISTANCE TO CONFLICT AFFECTED PEOPLE IN YEMEN,15452000.0,2017
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,#NULL!,12,United Kingdom,ODA Grants,To provide humanitarian assistance to 26452 people with improved access to healthcare 66658 people with seeds tools and fertilisers and 321124 people with access to repaired water supply systems in the most conflict-affected parts of Yemen including,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE TO PEOPLE IN THE MOST CONFLICT-AFFECTED PARTS OF YEMEN THROUGH THE INTERNATIONAL COMMITTEE OF THE RED CROSS,12677000.0,2014
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Mar-17,12,United Kingdom,ODA Grants,To provide WASH health livelihoods and protection assistance to conflict affected people in Yemen and to build the capacity of local humanitarian actors.,72010,Yemen,VIII.1. Emergency Response,PROVISION OF HUMANITARIAN AND PROTECTION ASSISTANCE TO CONFLICT AFFECTED PEOPLE IN YEMEN,6747640.0,2016
State Department,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-16,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Committee of the Red Cross],72010,Yemen,VIII.1. Emergency Response,GLOBAL EMERGENCY APPEAL - YEMEN 1ST TRANCHE,6000000.0,2016
State Department,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-15,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Committee of the Red Cross],72010,Yemen,VIII.1. Emergency Response,YEMEN EMERGENCY AND PRELIMINARY APPEALS,4000000.0,2015
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-18,12,United Kingdom,ODA Grants,To provide WASH health livelihoods and protection assistance to conflict affected people in Yemen and to build the capacity of local humanitarian actors.,72050,Yemen,VIII.1. Emergency Response,PROVISION OF HUMANITARIAN AND PROTECTION ASSISTANCE TO CONFLICT AFFECTED PEOPLE IN YEMEN,3862990.0,2017
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,30-Jun-16,12,United Kingdom,ODA Grants,To provide humanitarian assistance to 26452 people with improved access to healthcare 66658 people with seeds tools and fertilisers and 321124 people with access to repaired water supply systems in the most conflict-affected parts of Yemen including,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE TO PEOPLE IN THE MOST CONFLICT-AFFECTED PARTS OF YEMEN THROUGH THE INTERNATIONAL COMMITTEE OF THE RED CROSS,3055770.0,2015
Department for International Development,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Mar-16,12,United Kingdom,ODA Grants,To provide humanitarian assistance to people in the most conflict-affected parts of Yemen including Abyan Saada and Aljawf between 31 March 2013 and March 2015.,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE TO PEOPLE IN THE MOST CONFLICT-AFFECTED PARTS OF YEMEN.,2699060.0,2016
Ministry of Foreign Affairs,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Mar-15,701,Japan,ODA Grants,Emergency medical assistance and food and NFIs distribution,72010,Yemen,VIII.1. Emergency Response,EMERGENCY GRANT AID IN RESPONSE TO IDPS IN THE REPUBLIC OF YEMEN AND YEMENI REFUGEES IN NEIGHBORING COUNTRIES<THROUGH ICRC>,1050000.0,2015
Ministry of Foreign Affairs,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-14,701,Japan,ODA Grants,Humanitarian Assistance,72050,Yemen,VIII.1. Emergency Response,ASSISTANCE PROGRAM IN YEMEN,54644.8,2014
State Department,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-15,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Committee of the Red Cross],72010,Yemen,VIII.1. Emergency Response,FY 2015 INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) FIRST TRANCHE FUNDING - YEMEN EARMARK,0.0,2015
State Department,International Committee of the Red Cross,10,International Committee of the Red Cross,10,10,31-Dec-16,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Committee of the Red Cross],72010,Yemen,VIII.1. Emergency Response,YEMEN - INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) FIRST TRANCHE CONTRIBUTION,0.0,2016
FM of Sustainability and Tourism,International Committee of the Red Cross,10,International Committee of the Red Cross (ICRC),10,10,31-Dec-15,1,Austria,ODA Grants,Contribution to the ICRC 2015 Appeal for Yemen ? Food Assistance,72040,Yemen,VIII.1. Emergency Response,CONTRIBUTION TO THE ICRC 2015 APPEAL FOR YEMEN ? FOOD ASSISTANCE,443705.0,2015
State Department,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-17,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Organisation for Migration],72010,Yemen,VIII.1. Emergency Response,INTERNATIONAL ORGANIZATION FOR MIGRATION REGIONAL APPEAL YEMEN (JAN-DEC 2016),6100000.0,2017
State Department,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-15,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Organisation for Migration],72010,Yemen,VIII.1. Emergency Response,INTERNATIONAL ORGANIZATION FOR MIGRATION REGIONAL APPEAL ? YEMEN CRISIS,6000000.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,29-Sep-18,302,United States,ODA Grants,Provide life-saving relief supplies health care WASH interventions shelter and humanitarian coordination support for IDPs and conflict- affected populations in Yemen,72010,Yemen,VIII.1. Emergency Response,LIFE-SAVING EMERGENCY ASSISTANCE TO IDPS AND CONFLICT- AFFECTED POPULATIONS IN YEMEN,4848460.0,2017
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-May-20,12,United Kingdom,ODA Grants,To strengthen protection to the Yemen response including to mixed migration and other vulnerable groups while ensuring a whole of caseload approach to protection.,72050,Yemen,VIII.1. Emergency Response,SUPPORT TO IOM FOR PROTECTION ASSISTANCE IN YEMEN,4023950.0,2017
Department for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-May-17,12,United Kingdom,ODA Grants,To support migrants refugees and internally displaced people (IDPs) in Yemen through a comprehensive package of support including monitoring registration protection support and the provision of core relief items.,72050,Yemen,VIII.1. Emergency Response,SUPPORT TO INTERNATIONAL ORGANIZATION FOR MIGRATION (IOM) 2016/17,3605460.0,2017
State Department,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-16,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Organisation for Migration],72010,Yemen,VIII.1. Emergency Response,INTERNATIONAL ORGANIZATION FOR MIGRATION REGIONAL APPEAL YEMEN (JAN-DEC 2016),3400000.0,2016
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,2828880.0,2016
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,29-Jul-15,302,United States,ODA Grants,Grant to International Organization for Migration for health logistics and relief commodities water sanitation and hygine and shelter and settlements sectors in Yemen.,72010,Yemen,VIII.1. Emergency Response,GRANT TO INTERNATIONAL ORGANIZATION FOR MIGRATION FOR HEALTH LOGISTICS AND RELIEF COMMODITIES WATER SANITATION AND HYGINE AND SHELTER AND SETTLEM,2111520.0,2015
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,22-Feb-17,701,Japan,ODA Grants,Humanitarian assistance to IDPs and conflict-affected communities,72050,Yemen,VIII.1. Emergency Response,HUMANITARIAN AND SOCIAL COHESION ASSISTANCE TO IDPS AND CONFLICT AFFECTED POPULATIONS,2000000.0,2016
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,11-Mar-10,302,United States,ODA Grants,Cooperative Agreement with IOM to build trust between communities and government in Yemen.,72010,Yemen,VIII.1. Emergency Response,COOPERATIVE AGREEMENT WITH IOM FOR THE YEMEN PROGRAM. - ASSISTANCE AND RECOVERY,1890000.0,2014
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,01-Aug-10,302,United States,ODA Grants,Grant to International Organization for Migration for health logistics and relief commodities water sanitation and hygine and shelter and settlements sectors in Yemen.,72010,Yemen,VIII.1. Emergency Response,GRANT TO INTERNATIONAL ORGANIZATION FOR MIGRATION FOR HEALTH LOGISTICS AND RELIEF COMMODITIES WATER SANITATION AND HYGINE AND SHELTER AND SETTLEM,1423670.0,2014
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-15,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,1402800.0,2015
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Mar-18,701,Japan,ODA Grants,Shelter Non Food Item Displacement Tracking Matrix Assistance to IDPs and Conflict-Affected Communities,72050,Yemen,VIII.1. Emergency Response,SHELTER NON FOOD ITEM DISPLACEMENT TRACKING MATRIX ASSISTANCE TO IDPS AND CONFLICT-AFFECTED COMMUNITIES,1049050.0,2017
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Mar-18,701,Japan,ODA Grants,Emergency humanitarian assistance to IDPs and conflict- affected communities in Health and WASH sectors in Yemen,72050,Yemen,VIII.1. Emergency Response,EMERGENCY HUMANITARIAN ASSISTANCE TO IDPS AND CONFLICT- AFFECTED COMMUNITIES IN HEALTH AND WASH SECTORS IN YEMEN,1049050.0,2017
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-14,701,Japan,ODA Grants,Supporting to address the migration management,72050,Yemen,VIII.1. Emergency Response,SUPPORTING THE GOVERNMENT OF YEMEN IN ADDRESSING MIGRATION MANAGEMENT CHALLENGES,1000000.0,2014
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Mar-15,701,Japan,ODA Grants,Livelihoods and Health Assistance,72050,Yemen,VIII.1. Emergency Response,REHABILITATION OF AZZAN HOSPITAL CAPACITY BUILDING AND IN-KIND GRANTS SUPPORT FOR VULNERABLE HOUSEHOLDS IN YEMEN,1000000.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,970858.0,2016
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-13,302,United States,ODA Grants,Provide goods personnel services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality impartiality and human dignity. This element should be done when possible as part of an integrated coordinated and/or multi-sectoral approach.,72010,Yemen,VIII.1. Emergency Response,CRISIS ASSISTANCE AND RECOVERY,962500.0,2014
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72050,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - PROTECTION AND SOLUTIONS,733972.0,2016
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY,295170.0,2017
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-16,302,United States,ODA Grants,Provide life-saving relief supplies health care WASH interventions shelter and humanitarian coordination support for IDPs and conflict- affected populations in Yemen,72010,Yemen,VIII.1. Emergency Response,LIFE-SAVING EMERGENCY ASSISTANCE TO IDPS AND CONFLICT- AFFECTED POPULATIONS IN YEMEN - ASSISTANCE AND RECOVERY,271963.0,2016
Ministry of Foreign Affairs,International Organisation for Migration,40,International Organisation for Migration,40,40,23-Nov-14,701,Japan,ODA Grants,Emergency arrival assistance from Yemen,72010,Yemen,VIII.1. Emergency Response,EMERGENCY GRANT AID IN RESPONSE TO IDPS IN THE REPUBLIC OF YEMEN AND YEMENI REFUGEES IN NEIGHBORING COUNTRIES<THROUGH IOM>,150000.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-17,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY,140500.0,2017
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-15,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,30622.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72010,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - ASSISTANCE AND RECOVERY,0.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,30-Sep-16,302,United States,ODA Grants,USAID/OFDA Grant for Yemen/Complex Emergency,72050,Yemen,VIII.1. Emergency Response,USAID/OFDA GRANT FOR YEMEN/COMPLEX EMERGENCY - PROTECTION AND SOLUTIONS,0.0,2015
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,29-Jul-15,302,United States,ODA Grants,Grant to International Organization for Migration for health logistics and relief commodities water sanitation and hygine and shelter and settlements sectors in Yemen.,72010,Yemen,VIII.1. Emergency Response,GRANT TO INTERNATIONAL ORGANIZATION FOR MIGRATION FOR HEALTH LOGISTICS AND RELIEF COMMODITIES WATER SANITATION AND HYGINE AND SHELTER AND SETTLEM,0.0,2017
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,29-Sep-18,302,United States,ODA Grants,Provide life-saving relief supplies health care WASH interventions shelter and humanitarian coordination support for IDPs and conflict- affected populations in Yemen,72050,Yemen,VIII.1. Emergency Response,LIFE-SAVING EMERGENCY ASSISTANCE TO IDPS AND CONFLICT- AFFECTED POPULATIONS IN YEMEN,0.0,2017
State Department,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-17,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Organisation for Migration],72010,Yemen,VIII.1. Emergency Response,INTERNATIONAL ORGANIZATION FOR MIGRATION REVISED REGIONAL APPEAL FOR YEMEN/HORN OF AFRICA,0.0,2017
Agency for International Development,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-16,302,United States,ODA Grants,Provide life-saving relief supplies health care WASH interventions shelter and humanitarian coordination support for IDPs and conflict- affected populations in Yemen,72050,Yemen,VIII.1. Emergency Response,LIFE-SAVING EMERGENCY ASSISTANCE TO IDPS AND CONFLICT- AFFECTED POPULATIONS IN YEMEN - PROTECTION AND SOLUTIONS,0.0,2016
State Department,International Organisation for Migration,40,International Organisation for Migration,40,40,31-Dec-16,302,United States,ODA Grants,United States Population Migration and Refugee Assistance Appropriation 1143. Protection and assistance needs of refugees migrants and conflict vicitms worldwide. [International Organisation for Migration],72010,Yemen,VIII.1. Emergency Response,INTERNATIONAL ORGANIZATION FOR MIGRATION REGIONAL APPEAL YEMEN (JANUARY-DECEMBER 2016),0.0,2016
Ministry of Foreign Affairs,International Organisation for Migration,40,IOM,40,40,31-Oct-15,68,Czech Republic,ODA Grants,Okam?t?pomoc ob?tem konfliktu v Jemenu,72010,Yemen,VIII.1. Emergency Response,URGENT ASSISTANCE TO CONFLICT-AFFECTED POPULATIO IN YEMEN,121988.0,2015
Ministry of Foreign Affairs and Trade,International Organisation for Migration,40,IOM(International Organisation for Migration ),40,40,31-Dec-15,742,Korea,ODA Grants,Humanitarian assistance for Yemen_IOM,72010,Yemen,VIII.1. Emergency Response,HUMANITARIAN ASSISTANCE FOR YEMEN_IOM,100000.0,2015
Ministry of Foreign Affairs and Trade,International Organisation for Migration,40,IOM(International Organisation for Migration),40,40,31-Dec-16,742,Korea,ODA Grants,Healthcare Assistance to IDPs and Conflicted-Affected Communities in Yemen_IOM,72010,Yemen,VIII.1. Emergency Response,HEALTHCARE ASSISTANCE TO IDPS AND CONFLICTED-AFFECTED COMMUNITIES IN YEM,400000.0,2016
Ministry of Foreign Affairs and Trade,United Nations Development Programme,1,UNDP(United Nations Development Programme),1,1,31-Dec-14,742,Korea,ODA Grants,funding for the Consolidated Appeal Process for Yemen,72010,Yemen,VIII.1. Emergency Response,FUNDING FOR THE CONSOLIDATED APPEAL PROCESS FOR YEMEN,200000.0,2014
Global Affairs Canada,United Nations Office of Co-ordination of Humanitarian Affairs,54,OCHA - Office for the Coordination of Humanitarian Affairs,54,54,31-Dec-16,301,Canada,ODA Grants,March 2016- The humanitarian situation in Yemen has deteriorated dramatically since the conflict intensified in late March 2015. Deepening insecurity and violence have taken a heavy toll on civilian lives and have triggered large-scale internal displacement and cross border population movements. Humanitarian partners now estimate that 21.2 million people or 82 per cent of the population require some kind of humanitarian assistance to meet their basic needs or protect their fundamental rights. It is also estimated that 14.4 million people are food insecure including 7.6 million severely food insecure; 19.3 million people lack adequate access to clean water or sanitation; 14.1 million people lack sufficient access to healthcare; 3 million children and pregnant or lactating women require malnutrition treatment or preventive services; and 1.8 million children have been out of school since mid-March. Numerous health facilities have stopped functioning due to a lack of fuel supplies and personnel. In addition solid waste removal has come to a halt in several areas and service availability is rapidly contracting due to direct impact of conflict and insufficient resources to pay salaries or maintain services. There are over 2.3 million people who have been displaced in Yemen and an additional 121000 people who have fled the country mainly to Djibouti Ethiopia Somalia and Sudan. With GAC's support the Humanitarian Pooled Fund in Yemen channels resources to humanitarian partners to respond to the critical needs of millions of people affected by the devastating humanitarian crisis. Project activities include: (1) supporting life-saving activities by filling critical funding gaps; (2) promoting needs-based assistance in accordance with humanitarian principles; (3) strengthening coordination of humanitarian assistance; (4) improving the relevance and coherence of humanitarian response by strategically funding priorities as identified under the Humanitarian Response Plan; and(5) expanding the delivery of humanitarian assistance in hard-to-reach areas of the country by partnering with local and international non-governmental organizations. / Mars 2016 - Au Y?en la situation humanitaire s'est consid?ablement d??ior? depuis l'intensification du conflit ?la fin de mars 2015. L'ins?urit?et la violence qui s'aggravent ont co??t?la vie ?un nombre tr? ?ev?de civils et engendr?des d?lacements internes et des mouvements transfrontaliers de populations ?grande ?helle. Les partenaires de l'aide humanitaire estiment maintenant que 212 millions de personnes ?savoir 82 % de la population ont besoin d'une forme quelconque d'aide humanitaire pour combler leurs besoins essentiels ou prot?er leurs droits fondamentaux. On estime aussi que 144 millions de personnes souffrent d'ins?urit?alimentaire dont 76 millions d'ins?urit?grave; que 141 millions de personnes ne jouissent pas d'un acc? suffisant ?des soins de sant? que 3 millio,72010,Yemen,VIII.1. Emergency Response,YEMEN - HUMANITARIAN POOLED FUND - OCHA 2016 / Y?MEN - FONDS HUMANITAIRES COMMUNS - BCAH 2016,3772450.0,2016
